checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,present_employment_since,installment_rate,personal_status_sex,other_debtors,present_residence_since,property,age,other_installment_plans,housing,num_existing_credits,job,num_dependents,telephone,foreign_worker,credit_risk
0 - 200 DM,18,Créditos existentes pagados hasta ahora,Educación,1239,Desconocido / Sin ahorros,1 - 4 años,4,Hombre: soltero,Ninguno,4,Desconocido / Sin propiedad,61,Ninguno,Gratis,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
>= 200 DM,12,Créditos existentes pagados hasta ahora,Radio/TV,3399,Desconocido / Sin ahorros,>= 7 años,2,Hombre: soltero,Ninguno,3,Auto u otro,37,Ninguno,Propia,1,Gerencia / Autoempleado / Altamente calificado,1,No,Sí,Buen Pagador
>= 200 DM,12,Retraso en pagos en el pasado,Auto (nuevo),2247,< 100 DM,1 - 4 años,2,Mujer: divorciada/separada/casada,Ninguno,2,Auto u otro,36,Tiendas,Propia,2,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
Sin cuenta,6,Créditos existentes pagados hasta ahora,Muebles/Equipo,1766,< 100 DM,1 - 4 años,1,Hombre: casado/viudo,Ninguno,2,Seguro de vida / Ahorro para vivienda,21,Ninguno,Alquiler,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
< 0 DM,18,Créditos existentes pagados hasta ahora,Muebles/Equipo,2473,< 100 DM,Desempleado,4,Hombre: soltero,Ninguno,1,Auto u otro,25,Ninguno,Propia,1,No calificado - no residente,1,No,Sí,Mal Pagador
Sin cuenta,12,Créditos existentes pagados hasta ahora,Negocios,1542,< 100 DM,4 - 7 años,2,Hombre: soltero,Ninguno,4,Auto u otro,36,Ninguno,Propia,1,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
Sin cuenta,18,Cuenta crítica / Otros créditos,Auto (usado),3850,< 100 DM,4 - 7 años,3,Hombre: soltero,Ninguno,1,Auto u otro,27,Ninguno,Propia,2,Empleado calificado / oficial,1,No,Sí,Buen Pagador
< 0 DM,18,Créditos existentes pagados hasta ahora,Muebles/Equipo,3650,< 100 DM,< 1 año,1,Mujer: divorciada/separada/casada,Ninguno,4,Auto u otro,22,Ninguno,Alquiler,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
< 0 DM,36,Créditos existentes pagados hasta ahora,Muebles/Equipo,3446,< 100 DM,>= 7 años,4,Hombre: soltero,Ninguno,2,Auto u otro,42,Ninguno,Propia,1,Empleado calificado / oficial,2,No,Sí,Mal Pagador
0 - 200 DM,18,Créditos existentes pagados hasta ahora,Muebles/Equipo,3001,< 100 DM,4 - 7 años,2,Mujer: divorciada/separada/casada,Ninguno,4,Bienes raíces,40,Ninguno,Alquiler,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
Sin cuenta,36,Créditos existentes pagados hasta ahora,Auto (nuevo),3079,Desconocido / Sin ahorros,1 - 4 años,4,Hombre: soltero,Ninguno,4,Bienes raíces,36,Ninguno,Propia,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
Sin cuenta,18,Cuenta crítica / Otros créditos,Radio/TV,6070,< 100 DM,>= 7 años,3,Hombre: soltero,Ninguno,4,Auto u otro,33,Ninguno,Propia,2,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
Sin cuenta,10,Cuenta crítica / Otros créditos,Muebles/Equipo,2146,< 100 DM,< 1 año,1,Mujer: divorciada/separada/casada,Ninguno,3,Bienes raíces,23,Ninguno,Alquiler,2,Empleado calificado / oficial,1,No,Sí,Buen Pagador
Sin cuenta,60,Cuenta crítica / Otros créditos,Auto (nuevo),13756,Desconocido / Sin ahorros,>= 7 años,2,Hombre: soltero,Ninguno,4,Desconocido / Sin propiedad,63,Banco,Gratis,1,Gerencia / Autoempleado / Altamente calificado,1,Sí,Sí,Buen Pagador
0 - 200 DM,60,Todos los créditos en este banco pagados,Otros,14782,100 - 500 DM,>= 7 años,3,Mujer: divorciada/separada/casada,Ninguno,4,Desconocido / Sin propiedad,60,Banco,Gratis,2,Gerencia / Autoempleado / Altamente calificado,1,Sí,Sí,Mal Pagador
< 0 DM,48,Todos los créditos en este banco pagados,Negocios,7685,< 100 DM,4 - 7 años,2,Mujer: divorciada/separada/casada,Garante,4,Auto u otro,37,Ninguno,Alquiler,1,Empleado calificado / oficial,1,No,Sí,Mal Pagador
Sin cuenta,18,Retraso en pagos en el pasado,Radio/TV,2320,< 100 DM,Desempleado,2,Hombre: casado/viudo,Ninguno,3,Bienes raíces,34,Ninguno,Propia,2,Empleado calificado / oficial,1,No,Sí,Buen Pagador
Sin cuenta,7,Retraso en pagos en el pasado,Radio/TV,846,Desconocido / Sin ahorros,>= 7 años,3,Hombre: soltero,Ninguno,4,Desconocido / Sin propiedad,36,Ninguno,Gratis,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
0 - 200 DM,36,Créditos existentes pagados hasta ahora,Auto (nuevo),14318,< 100 DM,>= 7 años,4,Hombre: soltero,Ninguno,2,Desconocido / Sin propiedad,57,Ninguno,Gratis,1,Gerencia / Autoempleado / Altamente calificado,1,Sí,Sí,Mal Pagador
Sin cuenta,6,Cuenta crítica / Otros créditos,Auto (nuevo),362,100 - 500 DM,1 - 4 años,4,Mujer: divorciada/separada/casada,Ninguno,4,Auto u otro,52,Ninguno,Propia,2,No calificado - residente,1,No,Sí,Buen Pagador
< 0 DM,20,Créditos existentes pagados hasta ahora,Muebles/Equipo,2212,Desconocido / Sin ahorros,4 - 7 años,4,Hombre: soltero,Ninguno,4,Auto u otro,39,Ninguno,Propia,1,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
0 - 200 DM,18,Créditos existentes pagados hasta ahora,Auto (usado),12976,< 100 DM,Desempleado,3,Mujer: divorciada/separada/casada,Ninguno,4,Desconocido / Sin propiedad,38,Ninguno,Gratis,1,Gerencia / Autoempleado / Altamente calificado,1,Sí,Sí,Mal Pagador
Sin cuenta,22,Créditos existentes pagados hasta ahora,Auto (nuevo),1283,Desconocido / Sin ahorros,4 - 7 años,4,Mujer: divorciada/separada/casada,Ninguno,4,Seguro de vida / Ahorro para vivienda,25,Ninguno,Alquiler,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
>= 200 DM,12,Créditos existentes pagados hasta ahora,Auto (nuevo),1330,< 100 DM,< 1 año,4,Hombre: soltero,Ninguno,1,Bienes raíces,26,Ninguno,Propia,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
Sin cuenta,30,Retraso en pagos en el pasado,Negocios,4272,100 - 500 DM,1 - 4 años,2,Hombre: soltero,Ninguno,2,Seguro de vida / Ahorro para vivienda,26,Ninguno,Propia,2,No calificado - residente,1,No,Sí,Buen Pagador
Sin cuenta,18,Cuenta crítica / Otros créditos,Radio/TV,2238,< 100 DM,1 - 4 años,2,Mujer: divorciada/separada/casada,Ninguno,1,Auto u otro,25,Ninguno,Propia,2,Empleado calificado / oficial,1,No,Sí,Buen Pagador
Sin cuenta,18,Créditos existentes pagados hasta ahora,Radio/TV,1126,Desconocido / Sin ahorros,< 1 año,4,Mujer: divorciada/separada/casada,Ninguno,2,Bienes raíces,21,Ninguno,Alquiler,1,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
0 - 200 DM,18,Cuenta crítica / Otros créditos,Muebles/Equipo,7374,< 100 DM,Desempleado,4,Hombre: soltero,Ninguno,4,Seguro de vida / Ahorro para vivienda,40,Tiendas,Propia,2,Gerencia / Autoempleado / Altamente calificado,1,Sí,Sí,Buen Pagador
0 - 200 DM,15,Cuenta crítica / Otros créditos,Negocios,2326,500 - 1000 DM,1 - 4 años,2,Hombre: soltero,Ninguno,4,Auto u otro,27,Banco,Propia,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
Sin cuenta,9,Créditos existentes pagados hasta ahora,Negocios,1449,< 100 DM,4 - 7 años,3,Mujer: divorciada/separada/casada,Ninguno,2,Auto u otro,27,Ninguno,Propia,2,Empleado calificado / oficial,1,No,Sí,Buen Pagador
Sin cuenta,18,Créditos existentes pagados hasta ahora,Auto (nuevo),1820,< 100 DM,1 - 4 años,2,Hombre: casado/viudo,Ninguno,2,Seguro de vida / Ahorro para vivienda,30,Ninguno,Propia,1,Gerencia / Autoempleado / Altamente calificado,1,Sí,Sí,Buen Pagador
0 - 200 DM,12,Créditos existentes pagados hasta ahora,Muebles/Equipo,983,>= 1000 DM,< 1 año,1,Mujer: divorciada/separada/casada,Ninguno,4,Bienes raíces,19,Ninguno,Alquiler,1,No calificado - residente,1,No,Sí,Buen Pagador
< 0 DM,36,Créditos existentes pagados hasta ahora,Auto (nuevo),3249,< 100 DM,4 - 7 años,2,Hombre: soltero,Ninguno,4,Desconocido / Sin propiedad,39,Banco,Gratis,1,Gerencia / Autoempleado / Altamente calificado,2,Sí,Sí,Buen Pagador
< 0 DM,6,Cuenta crítica / Otros créditos,Radio/TV,1957,< 100 DM,4 - 7 años,1,Mujer: divorciada/separada/casada,Ninguno,4,Auto u otro,31,Ninguno,Propia,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
Sin cuenta,9,Cuenta crítica / Otros créditos,Muebles/Equipo,2406,< 100 DM,Desempleado,2,Hombre: soltero,Ninguno,3,Auto u otro,31,Ninguno,Propia,1,Gerencia / Autoempleado / Altamente calificado,1,No,Sí,Buen Pagador
0 - 200 DM,39,Retraso en pagos en el pasado,Educación,11760,100 - 500 DM,4 - 7 años,2,Hombre: soltero,Ninguno,3,Desconocido / Sin propiedad,32,Ninguno,Alquiler,1,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
< 0 DM,12,Créditos existentes pagados hasta ahora,Muebles/Equipo,2578,< 100 DM,Desempleado,3,Mujer: divorciada/separada/casada,Ninguno,4,Desconocido / Sin propiedad,55,Ninguno,Gratis,1,Gerencia / Autoempleado / Altamente calificado,1,No,Sí,Buen Pagador
< 0 DM,36,Cuenta crítica / Otros créditos,Muebles/Equipo,2348,< 100 DM,1 - 4 años,3,Hombre: casado/viudo,Ninguno,2,Seguro de vida / Ahorro para vivienda,46,Ninguno,Propia,2,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
0 - 200 DM,12,Créditos existentes pagados hasta ahora,Auto (nuevo),1223,< 100 DM,>= 7 años,1,Hombre: divorciado/separado,Ninguno,1,Bienes raíces,46,Ninguno,Alquiler,2,Empleado calificado / oficial,1,No,Sí,Mal Pagador
Sin cuenta,24,Cuenta crítica / Otros créditos,Radio/TV,1516,>= 1000 DM,1 - 4 años,4,Mujer: divorciada/separada/casada,Ninguno,1,Bienes raíces,43,Ninguno,Propia,2,No calificado - residente,1,No,Sí,Buen Pagador
Sin cuenta,18,Créditos existentes pagados hasta ahora,Radio/TV,1473,< 100 DM,< 1 año,3,Hombre: casado/viudo,Ninguno,4,Bienes raíces,39,Ninguno,Propia,1,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
0 - 200 DM,18,Cuenta crítica / Otros créditos,Negocios,1887,Desconocido / Sin ahorros,1 - 4 años,4,Hombre: casado/viudo,Ninguno,4,Bienes raíces,28,Banco,Propia,2,Empleado calificado / oficial,1,No,Sí,Buen Pagador
Sin cuenta,24,Retraso en pagos en el pasado,Negocios,8648,< 100 DM,< 1 año,2,Hombre: soltero,Ninguno,2,Auto u otro,27,Banco,Propia,2,Empleado calificado / oficial,1,Sí,Sí,Mal Pagador
Sin cuenta,14,Retraso en pagos en el pasado,Auto (nuevo),802,< 100 DM,1 - 4 años,4,Hombre: soltero,Ninguno,2,Auto u otro,27,Ninguno,Propia,2,No calificado - residente,1,No,Sí,Buen Pagador
0 - 200 DM,18,Retraso en pagos en el pasado,Auto (nuevo),2899,Desconocido / Sin ahorros,>= 7 años,4,Hombre: soltero,Ninguno,4,Auto u otro,43,Ninguno,Propia,1,Empleado calificado / oficial,2,No,Sí,Buen Pagador
0 - 200 DM,24,Créditos existentes pagados hasta ahora,Radio/TV,2039,< 100 DM,< 1 año,1,Hombre: casado/viudo,Ninguno,1,Seguro de vida / Ahorro para vivienda,22,Ninguno,Propia,1,Empleado calificado / oficial,1,Sí,Sí,Mal Pagador
Sin cuenta,24,Cuenta crítica / Otros créditos,Auto (usado),2197,Desconocido / Sin ahorros,4 - 7 años,4,Hombre: soltero,Ninguno,4,Auto u otro,43,Ninguno,Propia,2,Empleado calificado / oficial,2,Sí,Sí,Buen Pagador
< 0 DM,15,Créditos existentes pagados hasta ahora,Radio/TV,1053,< 100 DM,< 1 año,4,Hombre: casado/viudo,Ninguno,2,Bienes raíces,27,Ninguno,Propia,1,Empleado calificado / oficial,1,No,No,Buen Pagador
Sin cuenta,24,Créditos existentes pagados hasta ahora,Radio/TV,3235,500 - 1000 DM,>= 7 años,3,Hombre: divorciado/separado,Ninguno,2,Auto u otro,26,Ninguno,Propia,1,Gerencia / Autoempleado / Altamente calificado,1,Sí,Sí,Buen Pagador
>= 200 DM,12,Cuenta crítica / Otros créditos,Auto (nuevo),939,500 - 1000 DM,4 - 7 años,4,Hombre: casado/viudo,Ninguno,2,Bienes raíces,28,Ninguno,Propia,3,Empleado calificado / oficial,1,Sí,Sí,Mal Pagador
0 - 200 DM,24,Créditos existentes pagados hasta ahora,Radio/TV,1967,< 100 DM,>= 7 años,4,Mujer: divorciada/separada/casada,Ninguno,4,Auto u otro,20,Ninguno,Propia,1,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
Sin cuenta,33,Cuenta crítica / Otros créditos,Auto (usado),7253,< 100 DM,4 - 7 años,3,Hombre: soltero,Ninguno,2,Auto u otro,35,Ninguno,Propia,2,Gerencia / Autoempleado / Altamente calificado,1,Sí,Sí,Buen Pagador
Sin cuenta,12,Cuenta crítica / Otros créditos,Negocios,2292,< 100 DM,Desempleado,4,Hombre: soltero,Ninguno,2,Auto u otro,42,Tiendas,Propia,2,Gerencia / Autoempleado / Altamente calificado,1,Sí,Sí,Mal Pagador
Sin cuenta,10,Créditos existentes pagados hasta ahora,Auto (nuevo),1597,500 - 1000 DM,1 - 4 años,3,Hombre: soltero,Ninguno,2,Desconocido / Sin propiedad,40,Ninguno,Alquiler,1,No calificado - residente,2,No,No,Buen Pagador
< 0 DM,24,Créditos existentes pagados hasta ahora,Auto (nuevo),1381,Desconocido / Sin ahorros,1 - 4 años,4,Mujer: divorciada/separada/casada,Ninguno,2,Seguro de vida / Ahorro para vivienda,35,Ninguno,Propia,1,Empleado calificado / oficial,1,No,Sí,Mal Pagador
Sin cuenta,36,Cuenta crítica / Otros créditos,Auto (usado),5842,< 100 DM,>= 7 años,2,Hombre: soltero,Ninguno,2,Seguro de vida / Ahorro para vivienda,35,Ninguno,Propia,2,Empleado calificado / oficial,2,Sí,Sí,Buen Pagador
< 0 DM,12,Créditos existentes pagados hasta ahora,Auto (nuevo),2579,< 100 DM,< 1 año,4,Hombre: soltero,Ninguno,1,Bienes raíces,33,Ninguno,Propia,1,No calificado - residente,2,No,Sí,Mal Pagador
< 0 DM,18,Retraso en pagos en el pasado,Educación,8471,Desconocido / Sin ahorros,1 - 4 años,1,Mujer: divorciada/separada/casada,Ninguno,2,Auto u otro,23,Ninguno,Alquiler,2,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
Sin cuenta,21,Créditos existentes pagados hasta ahora,Auto (nuevo),2782,500 - 1000 DM,4 - 7 años,1,Mujer: divorciada/separada/casada,Ninguno,2,Auto u otro,31,Banco,Propia,1,Gerencia / Autoempleado / Altamente calificado,1,No,Sí,Buen Pagador
0 - 200 DM,18,Créditos existentes pagados hasta ahora,Auto (nuevo),1042,Desconocido / Sin ahorros,1 - 4 años,4,Mujer: divorciada/separada/casada,Ninguno,2,Seguro de vida / Ahorro para vivienda,33,Ninguno,Propia,1,Empleado calificado / oficial,1,No,Sí,Mal Pagador
Sin cuenta,15,Créditos existentes pagados hasta ahora,Auto (nuevo),3186,>= 1000 DM,4 - 7 años,2,Mujer: divorciada/separada/casada,Ninguno,3,Auto u otro,20,Ninguno,Alquiler,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
0 - 200 DM,12,Créditos existentes pagados hasta ahora,Auto (usado),2028,Desconocido / Sin ahorros,1 - 4 años,4,Hombre: soltero,Ninguno,2,Auto u otro,30,Ninguno,Propia,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
0 - 200 DM,12,Cuenta crítica / Otros créditos,Auto (nuevo),958,< 100 DM,4 - 7 años,2,Hombre: soltero,Ninguno,3,Bienes raíces,47,Ninguno,Propia,2,No calificado - residente,2,No,Sí,Buen Pagador
Sin cuenta,21,Retraso en pagos en el pasado,Muebles/Equipo,1591,100 - 500 DM,4 - 7 años,4,Hombre: soltero,Ninguno,3,Bienes raíces,34,Ninguno,Propia,2,Gerencia / Autoempleado / Altamente calificado,1,No,Sí,Buen Pagador
0 - 200 DM,12,Créditos existentes pagados hasta ahora,Muebles/Equipo,2762,Desconocido / Sin ahorros,>= 7 años,1,Mujer: divorciada/separada/casada,Ninguno,2,Seguro de vida / Ahorro para vivienda,25,Banco,Propia,1,Empleado calificado / oficial,1,Sí,Sí,Mal Pagador
0 - 200 DM,18,Créditos existentes pagados hasta ahora,Auto (usado),2779,< 100 DM,1 - 4 años,1,Hombre: casado/viudo,Ninguno,3,Auto u otro,21,Ninguno,Alquiler,1,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
Sin cuenta,28,Cuenta crítica / Otros créditos,Radio/TV,2743,< 100 DM,>= 7 años,4,Hombre: soltero,Ninguno,2,Auto u otro,29,Ninguno,Propia,2,Empleado calificado / oficial,1,No,Sí,Buen Pagador
Sin cuenta,18,Cuenta crítica / Otros créditos,Radio/TV,1149,>= 1000 DM,1 - 4 años,4,Hombre: soltero,Ninguno,3,Bienes raíces,46,Ninguno,Propia,2,Empleado calificado / oficial,1,No,Sí,Buen Pagador
Sin cuenta,9,Créditos existentes pagados hasta ahora,Muebles/Equipo,1313,< 100 DM,>= 7 años,1,Hombre: soltero,Ninguno,4,Auto u otro,20,Ninguno,Propia,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
< 0 DM,18,Cuenta crítica / Otros créditos,Reparaciones,1190,< 100 DM,Desempleado,2,Mujer: divorciada/separada/casada,Ninguno,4,Desconocido / Sin propiedad,55,Ninguno,Gratis,3,No calificado - no residente,2,No,Sí,Mal Pagador
Sin cuenta,5,Créditos existentes pagados hasta ahora,Negocios,3448,< 100 DM,4 - 7 años,1,Hombre: soltero,Ninguno,4,Bienes raíces,74,Ninguno,Propia,1,No calificado - residente,1,No,Sí,Buen Pagador
0 - 200 DM,24,Créditos existentes pagados hasta ahora,Otros,11328,< 100 DM,1 - 4 años,2,Hombre: soltero,Co-solicitante,3,Auto u otro,29,Banco,Propia,2,Gerencia / Autoempleado / Altamente calificado,1,Sí,Sí,Mal Pagador
< 0 DM,6,Cuenta crítica / Otros créditos,Muebles/Equipo,1872,< 100 DM,Desempleado,4,Hombre: soltero,Ninguno,4,Desconocido / Sin propiedad,36,Ninguno,Gratis,3,Gerencia / Autoempleado / Altamente calificado,1,Sí,Sí,Buen Pagador
Sin cuenta,24,Cuenta crítica / Otros créditos,Reparaciones,2058,< 100 DM,1 - 4 años,4,Hombre: divorciado/separado,Ninguno,2,Bienes raíces,33,Ninguno,Propia,2,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
< 0 DM,9,Créditos existentes pagados hasta ahora,Muebles/Equipo,2136,< 100 DM,1 - 4 años,3,Hombre: soltero,Ninguno,2,Bienes raíces,25,Ninguno,Propia,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
0 - 200 DM,12,Créditos existentes pagados hasta ahora,Radio/TV,1484,Desconocido / Sin ahorros,1 - 4 años,2,Hombre: casado/viudo,Ninguno,1,Bienes raíces,25,Ninguno,Propia,1,Empleado calificado / oficial,1,Sí,Sí,Mal Pagador
Sin cuenta,6,Créditos existentes pagados hasta ahora,Reparaciones,660,500 - 1000 DM,4 - 7 años,2,Hombre: casado/viudo,Ninguno,4,Bienes raíces,23,Ninguno,Alquiler,1,No calificado - residente,1,No,Sí,Buen Pagador
Sin cuenta,24,Cuenta crítica / Otros créditos,Auto (nuevo),1287,>= 1000 DM,>= 7 años,4,Mujer: divorciada/separada/casada,Ninguno,4,Bienes raíces,37,Ninguno,Propia,2,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
< 0 DM,42,Cuenta crítica / Otros créditos,Reparaciones,3394,< 100 DM,Desempleado,4,Hombre: soltero,Co-solicitante,4,Auto u otro,65,Ninguno,Propia,2,No calificado - no residente,1,No,Sí,Buen Pagador
>= 200 DM,12,Todos los créditos en este banco pagados,Negocios,609,< 100 DM,< 1 año,4,Mujer: divorciada/separada/casada,Ninguno,1,Bienes raíces,26,Ninguno,Propia,1,No calificado - no residente,1,No,Sí,Mal Pagador
Sin cuenta,12,Créditos existentes pagados hasta ahora,Auto (nuevo),1884,< 100 DM,>= 7 años,4,Hombre: soltero,Ninguno,4,Auto u otro,39,Ninguno,Propia,1,Gerencia / Autoempleado / Altamente calificado,1,Sí,Sí,Buen Pagador
< 0 DM,12,Créditos existentes pagados hasta ahora,Muebles/Equipo,1620,< 100 DM,1 - 4 años,2,Mujer: divorciada/separada/casada,Co-solicitante,3,Seguro de vida / Ahorro para vivienda,30,Ninguno,Propia,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
0 - 200 DM,20,Retraso en pagos en el pasado,Otros,2629,< 100 DM,1 - 4 años,2,Hombre: soltero,Ninguno,3,Auto u otro,29,Banco,Propia,2,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
Sin cuenta,12,Créditos existentes pagados hasta ahora,Educación,719,< 100 DM,>= 7 años,4,Hombre: soltero,Ninguno,4,Auto u otro,41,Banco,Propia,1,No calificado - residente,2,No,Sí,Mal Pagador
0 - 200 DM,48,Cuenta crítica / Otros créditos,Muebles/Equipo,5096,< 100 DM,1 - 4 años,2,Mujer: divorciada/separada/casada,Ninguno,3,Auto u otro,30,Ninguno,Propia,1,Gerencia / Autoempleado / Altamente calificado,1,Sí,Sí,Mal Pagador
Sin cuenta,9,Cuenta crítica / Otros créditos,Educación,1244,Desconocido / Sin ahorros,>= 7 años,4,Mujer: divorciada/separada/casada,Ninguno,4,Seguro de vida / Ahorro para vivienda,41,Ninguno,Alquiler,2,No calificado - residente,1,No,Sí,Buen Pagador
< 0 DM,36,Créditos existentes pagados hasta ahora,Auto (nuevo),1842,< 100 DM,< 1 año,4,Mujer: divorciada/separada/casada,Ninguno,4,Auto u otro,34,Ninguno,Propia,1,Empleado calificado / oficial,1,Sí,Sí,Mal Pagador
0 - 200 DM,7,Créditos existentes pagados hasta ahora,Radio/TV,2576,< 100 DM,1 - 4 años,2,Hombre: soltero,Garante,2,Bienes raíces,35,Ninguno,Propia,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
>= 200 DM,12,Créditos existentes pagados hasta ahora,Muebles/Equipo,1424,Desconocido / Sin ahorros,>= 7 años,3,Mujer: divorciada/separada/casada,Ninguno,4,Bienes raíces,55,Ninguno,Propia,1,Gerencia / Autoempleado / Altamente calificado,1,Sí,Sí,Buen Pagador
0 - 200 DM,15,Retraso en pagos en el pasado,Reparaciones,1512,>= 1000 DM,1 - 4 años,3,Hombre: casado/viudo,Ninguno,3,Seguro de vida / Ahorro para vivienda,61,Tiendas,Propia,2,Empleado calificado / oficial,1,No,Sí,Mal Pagador
Sin cuenta,36,Cuenta crítica / Otros créditos,Auto (usado),11054,Desconocido / Sin ahorros,1 - 4 años,4,Hombre: soltero,Ninguno,2,Auto u otro,30,Ninguno,Propia,1,Gerencia / Autoempleado / Altamente calificado,1,Sí,Sí,Buen Pagador
Sin cuenta,6,Créditos existentes pagados hasta ahora,Radio/TV,518,< 100 DM,1 - 4 años,3,Mujer: divorciada/separada/casada,Ninguno,1,Bienes raíces,29,Ninguno,Propia,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
Sin cuenta,12,Sin créditos / Todos pagados,Muebles/Equipo,2759,< 100 DM,>= 7 años,2,Hombre: soltero,Ninguno,4,Seguro de vida / Ahorro para vivienda,34,Ninguno,Propia,2,Empleado calificado / oficial,1,No,Sí,Buen Pagador
Sin cuenta,24,Créditos existentes pagados hasta ahora,Auto (usado),2670,< 100 DM,>= 7 años,4,Hombre: soltero,Ninguno,4,Auto u otro,35,Ninguno,Propia,1,Gerencia / Autoempleado / Altamente calificado,1,Sí,Sí,Buen Pagador
< 0 DM,24,Créditos existentes pagados hasta ahora,Auto (nuevo),4817,< 100 DM,4 - 7 años,2,Hombre: soltero,Co-solicitante,3,Seguro de vida / Ahorro para vivienda,31,Ninguno,Propia,1,Empleado calificado / oficial,1,Sí,Sí,Mal Pagador
Sin cuenta,24,Créditos existentes pagados hasta ahora,Auto (usado),2679,< 100 DM,< 1 año,4,Mujer: divorciada/separada/casada,Ninguno,1,Desconocido / Sin propiedad,29,Ninguno,Propia,1,Gerencia / Autoempleado / Altamente calificado,1,Sí,Sí,Buen Pagador
